Y	,	X1	,	X2	,	X3	,	X4	,	X5	,	X6	,	X7	,	X8	,	X9	,	X10	,	X11	,	X12	,	X13	,	X14	,	X15	,	X16	,	X17	,	X18	,	X19	,	X20
239.8774848	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
219.6058679	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
226.6436067	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
223.2132303	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
214.5714054	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
214.3389943	,	7	,	2473.9672	,	1358.981495	,	328.7061	,	9.62769	,	0.527893	,	106.151	,	3.1693	,	33.1747	,	35.2747	,	-0.0272523	,	-2.30733	,	56.5442	,	51.9351	,	3.89571	,	695.477	,	751.28	,	0.174925	,	128.366	,	Center
244.8708243	,	4	,	2485.6963	,	1366.612009	,	331.792	,	9.29167	,	0.485731	,	100.318	,	3.0947	,	34.1623	,	36.2623	,	-0.0253635	,	-2.33865	,	60.9197	,	47.5418	,	3.97067	,	666.081	,	668.96	,	0.194719	,	122.506	,	Edge
245.2304684	,	4	,	2485.6963	,	1366.612009	,	331.792	,	9.29167	,	0.485731	,	100.318	,	3.0947	,	34.1623	,	36.2623	,	-0.0253635	,	-2.33865	,	60.9197	,	47.5418	,	3.97067	,	666.081	,	668.96	,	0.194719	,	122.506	,	Edge
237.3456954	,	3	,	2420.1661	,	1354.99441	,	321.2367	,	9.72441	,	0.52056	,	106.321	,	3.0269	,	33.9984	,	36.0984	,	-0.0287454	,	-2.29092	,	57.3684	,	42.4061	,	4.05386	,	690.917	,	767.665	,	0.149898	,	127.346	,	Inner Center
231.6019101	,	3	,	2420.1661	,	1354.99441	,	321.2367	,	9.72441	,	0.52056	,	106.321	,	3.0269	,	33.9984	,	36.0984	,	-0.0287454	,	-2.29092	,	57.3684	,	42.4061	,	4.05386	,	690.917	,	767.665	,	0.149898	,	127.346	,	Inner Center
222.0078109	,	3	,	2420.1661	,	1354.99441	,	321.2367	,	9.72441	,	0.52056	,	106.321	,	3.0269	,	33.9984	,	36.0984	,	-0.0287454	,	-2.29092	,	57.3684	,	42.4061	,	4.05386	,	690.917	,	767.665	,	0.149898	,	127.346	,	Inner Center
212.2878216	,	3	,	2420.1661	,	1354.99441	,	321.2367	,	9.72441	,	0.52056	,	106.321	,	3.0269	,	33.9984	,	36.0984	,	-0.0287454	,	-2.29092	,	57.3684	,	42.4061	,	4.05386	,	690.917	,	767.665	,	0.149898	,	127.346	,	Inner Center
257.195779	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
255.3827288	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
241.2116498	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
232.7023281	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
236.7002169	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
235.6766777	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
237.9067297	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
247.7456788	,	5	,	2482.3425	,	1371.289288	,	343.7938	,	9.52598	,	0.512603	,	107.524	,	3.0553	,	33.6126	,	35.7126	,	-0.0309506	,	-2.28586	,	57.9399	,	55.6331	,	4.06819	,	698.492	,	732.758	,	0.208429	,	126.241	,	Edge
249.4847665	,	6	,	2460.5589	,	1364.634919	,	328.2003	,	10.0897	,	0.538188	,	98.0882	,	3.3023	,	32.4216	,	34.5216	,	-0.0357313	,	-2.205	,	63.5135	,	41.0287	,	3.89332	,	709.365	,	740.924	,	0.207014	,	135.041	,	Center
241.9113125	,	6	,	2460.5589	,	1364.634919	,	328.2003	,	10.0897	,	0.538188	,	98.0882	,	3.3023	,	32.4216	,	34.5216	,	-0.0357313	,	-2.205	,	63.5135	,	41.0287	,	3.89332	,	709.365	,	740.924	,	0.207014	,	135.041	,	Center
250.2233049	,	2	,	2502.0086	,	1391.492589	,	348.618	,	9.95389	,	0.516866	,	100.167	,	3.1934	,	32.7622	,	34.8622	,	-0.0328636	,	-2.31538	,	55.755	,	60.2752	,	3.90782	,	706.638	,	769.452	,	0.165001	,	132.767	,	Edge
241.6923804	,	2	,	2502.0086	,	1391.492589	,	348.618	,	9.95389	,	0.516866	,	100.167	,	3.1934	,	32.7622	,	34.8622	,	-0.0328636	,	-2.31538	,	55.755	,	60.2752	,	3.90782	,	706.638	,	769.452	,	0.165001	,	132.767	,	Edge
209.0624538	,	2	,	2502.0086	,	1391.492589	,	348.618	,	9.95389	,	0.516866	,	100.167	,	3.1934	,	32.7622	,	34.8622	,	-0.0328636	,	-2.31538	,	55.755	,	60.2752	,	3.90782	,	706.638	,	769.452	,	0.165001	,	132.767	,	Edge
233.8011467	,	2	,	2502.0086	,	1391.492589	,	348.618	,	9.95389	,	0.516866	,	100.167	,	3.1934	,	32.7622	,	34.8622	,	-0.0328636	,	-2.31538	,	55.755	,	60.2752	,	3.90782	,	706.638	,	769.452	,	0.165001	,	132.767	,	Edge
229.3757876	,	3	,	2410.8386	,	1364.045024	,	321.2112	,	10.1436	,	0.530897	,	103.082	,	3.1414	,	33.2773	,	35.3773	,	-0.0340186	,	-2.22934	,	63.1059	,	38.3623	,	4.05721	,	682.894	,	745.742	,	0.168025	,	133.384	,	Inner Center
230.3473654	,	3	,	2410.8386	,	1364.045024	,	321.2112	,	10.1436	,	0.530897	,	103.082	,	3.1414	,	33.2773	,	35.3773	,	-0.0340186	,	-2.22934	,	63.1059	,	38.3623	,	4.05721	,	682.894	,	745.742	,	0.168025	,	133.384	,	Inner Center
240.7963749	,	7	,	2470.0126	,	1358.765081	,	327.8073	,	9.9262	,	0.544239	,	101.221	,	3.2289	,	32.4377	,	34.5377	,	-0.0330756	,	-2.29867	,	65.6964	,	44.027	,	3.83664	,	685.864	,	748.409	,	0.181633	,	133.318	,	Center
241.5471928	,	7	,	2470.0126	,	1358.765081	,	327.8073	,	9.9262	,	0.544239	,	101.221	,	3.2289	,	32.4377	,	34.5377	,	-0.0330756	,	-2.29867	,	65.6964	,	44.027	,	3.83664	,	685.864	,	748.409	,	0.181633	,	133.318	,	Center
224.0780259	,	7	,	2470.0126	,	1358.765081	,	327.8073	,	9.9262	,	0.544239	,	101.221	,	3.2289	,	32.4377	,	34.5377	,	-0.0330756	,	-2.29867	,	65.6964	,	44.027	,	3.83664	,	685.864	,	748.409	,	0.181633	,	133.318	,	Center
229.0067923	,	7	,	2470.0126	,	1358.765081	,	327.8073	,	9.9262	,	0.544239	,	101.221	,	3.2289	,	32.4377	,	34.5377	,	-0.0330756	,	-2.29867	,	65.6964	,	44.027	,	3.83664	,	685.864	,	748.409	,	0.181633	,	133.318	,	Center
221.8098345	,	7	,	2470.0126	,	1358.765081	,	327.8073	,	9.9262	,	0.544239	,	101.221	,	3.2289	,	32.4377	,	34.5377	,	-0.0330756	,	-2.29867	,	65.6964	,	44.027	,	3.83664	,	685.864	,	748.409	,	0.181633	,	133.318	,	Center
255.8665703	,	10	,	2480.1069	,	1359.375686	,	335.4045	,	9.90308	,	0.519975	,	96.7067	,	3.3538	,	32.0044	,	34.1044	,	-0.0345358	,	-2.26327	,	71.187	,	47.311	,	3.90481	,	734.51	,	730.32	,	0.21086	,	134.21	,	Middle
247.7161354	,	10	,	2480.1069	,	1359.375686	,	335.4045	,	9.90308	,	0.519975	,	96.7067	,	3.3538	,	32.0044	,	34.1044	,	-0.0345358	,	-2.26327	,	71.187	,	47.311	,	3.90481	,	734.51	,	730.32	,	0.21086	,	134.21	,	Middle
247.6805804	,	10	,	2480.1069	,	1359.375686	,	335.4045	,	9.90308	,	0.519975	,	96.7067	,	3.3538	,	32.0044	,	34.1044	,	-0.0345358	,	-2.26327	,	71.187	,	47.311	,	3.90481	,	734.51	,	730.32	,	0.21086	,	134.21	,	Middle
250.8262862	,	4	,	2474.1108	,	1393.168446	,	332.015	,	9.58352	,	0.512796	,	93.6528	,	3.4574	,	32.4328	,	34.5328	,	-0.0285547	,	-2.29162	,	63.0389	,	46.593	,	3.81145	,	667.557	,	701.024	,	0.168765	,	129.767	,	Edge
237.2841592	,	8	,	2470.2528	,	1355.61982	,	329.5893	,	9.91385	,	0.530465	,	96.8015	,	3.2978	,	32.6017	,	34.7017	,	-0.0357234	,	-2.26535	,	66.8801	,	41.1515	,	4.01913	,	693.285	,	747.626	,	0.187821	,	132.768	,	Center
233.6605472	,	8	,	2470.2528	,	1355.61982	,	329.5893	,	9.91385	,	0.530465	,	96.8015	,	3.2978	,	32.6017	,	34.7017	,	-0.0357234	,	-2.26535	,	66.8801	,	41.1515	,	4.01913	,	693.285	,	747.626	,	0.187821	,	132.768	,	Center
235.4594169	,	8	,	2470.2528	,	1355.61982	,	329.5893	,	9.91385	,	0.530465	,	96.8015	,	3.2978	,	32.6017	,	34.7017	,	-0.0357234	,	-2.26535	,	66.8801	,	41.1515	,	4.01913	,	693.285	,	747.626	,	0.187821	,	132.768	,	Center
231.4640364	,	8	,	2470.2528	,	1355.61982	,	329.5893	,	9.91385	,	0.530465	,	96.8015	,	3.2978	,	32.6017	,	34.7017	,	-0.0357234	,	-2.26535	,	66.8801	,	41.1515	,	4.01913	,	693.285	,	747.626	,	0.187821	,	132.768	,	Center
241.4967796	,	8	,	2470.2528	,	1355.61982	,	329.5893	,	9.91385	,	0.530465	,	96.8015	,	3.2978	,	32.6017	,	34.7017	,	-0.0357234	,	-2.26535	,	66.8801	,	41.1515	,	4.01913	,	693.285	,	747.626	,	0.187821	,	132.768	,	Center
243.5869278	,	5	,	2472.7653	,	1379.82819	,	342.247	,	9.70847	,	0.518464	,	101.065	,	3.3585	,	32.4721	,	34.5721	,	-0.0282455	,	-2.32039	,	57.4767	,	50.9971	,	3.90679	,	717.816	,	785.529	,	0.189096	,	130.973	,	Edge
240.8523974	,	5	,	2472.7653	,	1379.82819	,	342.247	,	9.70847	,	0.518464	,	101.065	,	3.3585	,	32.4721	,	34.5721	,	-0.0282455	,	-2.32039	,	57.4767	,	50.9971	,	3.90679	,	717.816	,	785.529	,	0.189096	,	130.973	,	Edge
237.7061509	,	5	,	2472.7653	,	1379.82819	,	342.247	,	9.70847	,	0.518464	,	101.065	,	3.3585	,	32.4721	,	34.5721	,	-0.0282455	,	-2.32039	,	57.4767	,	50.9971	,	3.90679	,	717.816	,	785.529	,	0.189096	,	130.973	,	Edge
250.9179222	,	5	,	2472.7653	,	1379.82819	,	342.247	,	9.70847	,	0.518464	,	101.065	,	3.3585	,	32.4721	,	34.5721	,	-0.0282455	,	-2.32039	,	57.4767	,	50.9971	,	3.90679	,	717.816	,	785.529	,	0.189096	,	130.973	,	Edge
231.7290578	,	5	,	2472.7653	,	1379.82819	,	342.247	,	9.70847	,	0.518464	,	101.065	,	3.3585	,	32.4721	,	34.5721	,	-0.0282455	,	-2.32039	,	57.4767	,	50.9971	,	3.90679	,	717.816	,	785.529	,	0.189096	,	130.973	,	Edge
235.3130008	,	9	,	2462.6736	,	1352.592328	,	329.2816	,	10.1095	,	0.536926	,	100.71	,	3.2198	,	32.4142	,	34.5142	,	-0.0375062	,	-2.20118	,	71.2605	,	42.8548	,	3.89875	,	700.25	,	746.273	,	0.1663	,	135.263	,	Center
235.5435419	,	9	,	2462.6736	,	1352.592328	,	329.2816	,	10.1095	,	0.536926	,	100.71	,	3.2198	,	32.4142	,	34.5142	,	-0.0375062	,	-2.20118	,	71.2605	,	42.8548	,	3.89875	,	700.25	,	746.273	,	0.1663	,	135.263	,	Center
245.2109009	,	9	,	2462.6736	,	1352.592328	,	329.2816	,	10.1095	,	0.536926	,	100.71	,	3.2198	,	32.4142	,	34.5142	,	-0.0375062	,	-2.20118	,	71.2605	,	42.8548	,	3.89875	,	700.25	,	746.273	,	0.1663	,	135.263	,	Center
236.0615354	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
243.4624471	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
240.2029956	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
242.1655845	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
239.5648634	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
242.9099574	,	1	,	2507.0317	,	1382.116788	,	351.1918	,	9.77846	,	0.505663	,	95.0738	,	3.5521	,	32.8041	,	34.9041	,	-0.0313726	,	-2.23182	,	61.8877	,	58.3957	,	3.90461	,	687.731	,	785.007	,	0.1776	,	130.854	,	Edge
261.2983076	,	12	,	2527.3173	,	1338.811228	,	339.1554	,	10.1861	,	0.52639	,	97.2912	,	3.3546	,	32.2884	,	34.3884	,	-0.0365107	,	-2.20408	,	69.0405	,	48.1485	,	3.98566	,	684.028	,	760.226	,	0.173512	,	136.377	,	Middle
251.115956	,	12	,	2527.3173	,	1338.811228	,	339.1554	,	10.1861	,	0.52639	,	97.2912	,	3.3546	,	32.2884	,	34.3884	,	-0.0365107	,	-2.20408	,	69.0405	,	48.1485	,	3.98566	,	684.028	,	760.226	,	0.173512	,	136.377	,	Middle
254.2152447	,	12	,	2527.3173	,	1338.811228	,	339.1554	,	10.1861	,	0.52639	,	97.2912	,	3.3546	,	32.2884	,	34.3884	,	-0.0365107	,	-2.20408	,	69.0405	,	48.1485	,	3.98566	,	684.028	,	760.226	,	0.173512	,	136.377	,	Middle
252.2195766	,	12	,	2527.3173	,	1338.811228	,	339.1554	,	10.1861	,	0.52639	,	97.2912	,	3.3546	,	32.2884	,	34.3884	,	-0.0365107	,	-2.20408	,	69.0405	,	48.1485	,	3.98566	,	684.028	,	760.226	,	0.173512	,	136.377	,	Middle
247.2888287	,	11	,	2509.8525	,	1371.01552	,	340.7411	,	9.94734	,	0.508473	,	95.0698	,	3.3649	,	32.251	,	34.351	,	-0.0314168	,	-2.22326	,	67.9287	,	44.5279	,	3.82365	,	680.949	,	740.621	,	0.200134	,	134.022	,	Middle
249.2490287	,	11	,	2509.8525	,	1371.01552	,	340.7411	,	9.94734	,	0.508473	,	95.0698	,	3.3649	,	32.251	,	34.351	,	-0.0314168	,	-2.22326	,	67.9287	,	44.5279	,	3.82365	,	680.949	,	740.621	,	0.200134	,	134.022	,	Middle
254.8844074	,	11	,	2509.8525	,	1371.01552	,	340.7411	,	9.94734	,	0.508473	,	95.0698	,	3.3649	,	32.251	,	34.351	,	-0.0314168	,	-2.22326	,	67.9287	,	44.5279	,	3.82365	,	680.949	,	740.621	,	0.200134	,	134.022	,	Middle
258.5922206	,	11	,	2509.8525	,	1371.01552	,	340.7411	,	9.94734	,	0.508473	,	95.0698	,	3.3649	,	32.251	,	34.351	,	-0.0314168	,	-2.22326	,	67.9287	,	44.5279	,	3.82365	,	680.949	,	740.621	,	0.200134	,	134.022	,	Middle
257.3414868	,	13	,	2489.4725	,	1361.994502	,	339.9798	,	10.1978	,	0.514288	,	95.1797	,	3.3625	,	32.7384	,	34.8384	,	-0.0400369	,	-2.18643	,	62.5345	,	44.8872	,	3.92559	,	708.913	,	762.551	,	0.208033	,	135.317	,	Middle
246.5038357	,	13	,	2489.4725	,	1361.994502	,	339.9798	,	10.1978	,	0.514288	,	95.1797	,	3.3625	,	32.7384	,	34.8384	,	-0.0400369	,	-2.18643	,	62.5345	,	44.8872	,	3.92559	,	708.913	,	762.551	,	0.208033	,	135.317	,	Middle
252.5722869	,	13	,	2489.4725	,	1361.994502	,	339.9798	,	10.1978	,	0.514288	,	95.1797	,	3.3625	,	32.7384	,	34.8384	,	-0.0400369	,	-2.18643	,	62.5345	,	44.8872	,	3.92559	,	708.913	,	762.551	,	0.208033	,	135.317	,	Middle
246.3421608	,	13	,	2489.4725	,	1361.994502	,	339.9798	,	10.1978	,	0.514288	,	95.1797	,	3.3625	,	32.7384	,	34.8384	,	-0.0400369	,	-2.18643	,	62.5345	,	44.8872	,	3.92559	,	708.913	,	762.551	,	0.208033	,	135.317	,	Middle
235.8509683	,	6	,	2477.5488	,	1382.591601	,	325.3867	,	10.1885	,	0.542116	,	106.351	,	3.0991	,	30.9403	,	33.0403	,	-0.0254279	,	-2.18235	,	62.8042	,	46.3471	,	3.85462	,	694.356	,	710.792	,	0.244482	,	140.059	,	Center
237.3966516	,	6	,	2477.5488	,	1382.591601	,	325.3867	,	10.1885	,	0.542116	,	106.351	,	3.0991	,	30.9403	,	33.0403	,	-0.0254279	,	-2.18235	,	62.8042	,	46.3471	,	3.85462	,	694.356	,	710.792	,	0.244482	,	140.059	,	Center
235.988635	,	6	,	2477.5488	,	1382.591601	,	325.3867	,	10.1885	,	0.542116	,	106.351	,	3.0991	,	30.9403	,	33.0403	,	-0.0254279	,	-2.18235	,	62.8042	,	46.3471	,	3.85462	,	694.356	,	710.792	,	0.244482	,	140.059	,	Center
230.229837	,	9	,	2484.5719	,	1380.944709	,	323.8343	,	10.0726	,	0.53949	,	107.518	,	2.8954	,	30.7247	,	32.8247	,	-0.0271352	,	-2.21608	,	66.1447	,	46.1116	,	3.77312	,	685.385	,	714.841	,	0.228519	,	139.45	,	Center
235.8721965	,	9	,	2484.5719	,	1380.944709	,	323.8343	,	10.0726	,	0.53949	,	107.518	,	2.8954	,	30.7247	,	32.8247	,	-0.0271352	,	-2.21608	,	66.1447	,	46.1116	,	3.77312	,	685.385	,	714.841	,	0.228519	,	139.45	,	Center
237.0640362	,	9	,	2484.5719	,	1380.944709	,	323.8343	,	10.0726	,	0.53949	,	107.518	,	2.8954	,	30.7247	,	32.8247	,	-0.0271352	,	-2.21608	,	66.1447	,	46.1116	,	3.77312	,	685.385	,	714.841	,	0.228519	,	139.45	,	Center
221.3253282	,	3	,	2434.9845	,	1385.116325	,	313.6239	,	10.014	,	0.529124	,	101.261	,	2.992	,	32.3418	,	34.4418	,	-0.025654	,	-2.21568	,	60.4068	,	39.8029	,	3.86474	,	706.711	,	739.448	,	0.193078	,	134.472	,	Inner Center
214.686797	,	3	,	2434.9845	,	1385.116325	,	313.6239	,	10.014	,	0.529124	,	101.261	,	2.992	,	32.3418	,	34.4418	,	-0.025654	,	-2.21568	,	60.4068	,	39.8029	,	3.86474	,	706.711	,	739.448	,	0.193078	,	134.472	,	Inner Center
208.0333048	,	3	,	2434.9845	,	1385.116325	,	313.6239	,	10.014	,	0.529124	,	101.261	,	2.992	,	32.3418	,	34.4418	,	-0.025654	,	-2.21568	,	60.4068	,	39.8029	,	3.86474	,	706.711	,	739.448	,	0.193078	,	134.472	,	Inner Center
260.4594431	,	4	,	2490.0851	,	1355.058731	,	335.4334	,	10.1101	,	0.492487	,	102.46	,	3.17	,	31.2169	,	33.3169	,	-0.0246616	,	-2.32907	,	68.539	,	53.2421	,	3.89496	,	654.521	,	697.493	,	0.195472	,	138.479	,	Edge
255.0832823	,	4	,	2490.0851	,	1355.058731	,	335.4334	,	10.1101	,	0.492487	,	102.46	,	3.17	,	31.2169	,	33.3169	,	-0.0246616	,	-2.32907	,	68.539	,	53.2421	,	3.89496	,	654.521	,	697.493	,	0.195472	,	138.479	,	Edge
245.7557012	,	4	,	2490.0851	,	1355.058731	,	335.4334	,	10.1101	,	0.492487	,	102.46	,	3.17	,	31.2169	,	33.3169	,	-0.0246616	,	-2.32907	,	68.539	,	53.2421	,	3.89496	,	654.521	,	697.493	,	0.195472	,	138.479	,	Edge
251.8061802	,	11	,	2516.0974	,	1375.504695	,	338.5574	,	10.1519	,	0.504241	,	104.698	,	3.0797	,	31.1465	,	33.2465	,	-0.0250897	,	-2.17649	,	65.7281	,	50.4338	,	3.9642	,	718.701	,	724.894	,	0.194347	,	139.107	,	Middle
250.7806628	,	11	,	2516.0974	,	1375.504695	,	338.5574	,	10.1519	,	0.504241	,	104.698	,	3.0797	,	31.1465	,	33.2465	,	-0.0250897	,	-2.17649	,	65.7281	,	50.4338	,	3.9642	,	718.701	,	724.894	,	0.194347	,	139.107	,	Middle
251.9413133	,	11	,	2516.0974	,	1375.504695	,	338.5574	,	10.1519	,	0.504241	,	104.698	,	3.0797	,	31.1465	,	33.2465	,	-0.0250897	,	-2.17649	,	65.7281	,	50.4338	,	3.9642	,	718.701	,	724.894	,	0.194347	,	139.107	,	Middle
242.3533557	,	11	,	2516.0974	,	1375.504695	,	338.5574	,	10.1519	,	0.504241	,	104.698	,	3.0797	,	31.1465	,	33.2465	,	-0.0250897	,	-2.17649	,	65.7281	,	50.4338	,	3.9642	,	718.701	,	724.894	,	0.194347	,	139.107	,	Middle
250.3152936	,	2	,	2514.4841	,	1374.682603	,	340.8238	,	10.2225	,	0.518134	,	106.926	,	2.9562	,	31.8623	,	33.9623	,	-0.0251769	,	-2.29964	,	55.1837	,	56.4437	,	3.89469	,	700.028	,	761.607	,	0.186005	,	137.885	,	Edge
255.816876	,	2	,	2514.4841	,	1374.682603	,	340.8238	,	10.2225	,	0.518134	,	106.926	,	2.9562	,	31.8623	,	33.9623	,	-0.0251769	,	-2.29964	,	55.1837	,	56.4437	,	3.89469	,	700.028	,	761.607	,	0.186005	,	137.885	,	Edge
252.5199848	,	2	,	2514.4841	,	1374.682603	,	340.8238	,	10.2225	,	0.518134	,	106.926	,	2.9562	,	31.8623	,	33.9623	,	-0.0251769	,	-2.29964	,	55.1837	,	56.4437	,	3.89469	,	700.028	,	761.607	,	0.186005	,	137.885	,	Edge
255.9576584	,	2	,	2514.4841	,	1374.682603	,	340.8238	,	10.2225	,	0.518134	,	106.926	,	2.9562	,	31.8623	,	33.9623	,	-0.0251769	,	-2.29964	,	55.1837	,	56.4437	,	3.89469	,	700.028	,	761.607	,	0.186005	,	137.885	,	Edge
238.1040932	,	13	,	2510.4713	,	1365.167426	,	335.5457	,	10.2335	,	0.517201	,	107.399	,	2.9984	,	31.3056	,	33.4056	,	-0.0268721	,	-2.15656	,	62.9548	,	50.7266	,	3.7957	,	687.309	,	731.291	,	0.198423	,	139.514	,	Middle
247.5011578	,	13	,	2510.4713	,	1365.167426	,	335.5457	,	10.2335	,	0.517201	,	107.399	,	2.9984	,	31.3056	,	33.4056	,	-0.0268721	,	-2.15656	,	62.9548	,	50.7266	,	3.7957	,	687.309	,	731.291	,	0.198423	,	139.514	,	Middle
248.4120905	,	13	,	2510.4713	,	1365.167426	,	335.5457	,	10.2335	,	0.517201	,	107.399	,	2.9984	,	31.3056	,	33.4056	,	-0.0268721	,	-2.15656	,	62.9548	,	50.7266	,	3.7957	,	687.309	,	731.291	,	0.198423	,	139.514	,	Middle
247.9392368	,	13	,	2510.4713	,	1365.167426	,	335.5457	,	10.2335	,	0.517201	,	107.399	,	2.9984	,	31.3056	,	33.4056	,	-0.0268721	,	-2.15656	,	62.9548	,	50.7266	,	3.7957	,	687.309	,	731.291	,	0.198423	,	139.514	,	Middle
212.6791498	,	8	,	2486.6166	,	1382.017118	,	327.5917	,	9.75518	,	0.533502	,	108.845	,	2.9527	,	31.4086	,	33.5086	,	-0.0272562	,	-2.20466	,	62.8817	,	42.9924	,	3.8144	,	708.779	,	715.765	,	0.21308	,	134.242	,	Center
216.16637	,	8	,	2486.6166	,	1382.017118	,	327.5917	,	9.75518	,	0.533502	,	108.845	,	2.9527	,	31.4086	,	33.5086	,	-0.0272562	,	-2.20466	,	62.8817	,	42.9924	,	3.8144	,	708.779	,	715.765	,	0.21308	,	134.242	,	Center
227.9772491	,	8	,	2486.6166	,	1382.017118	,	327.5917	,	9.75518	,	0.533502	,	108.845	,	2.9527	,	31.4086	,	33.5086	,	-0.0272562	,	-2.20466	,	62.8817	,	42.9924	,	3.8144	,	708.779	,	715.765	,	0.21308	,	134.242	,	Center
224.5174368	,	8	,	2486.6166	,	1382.017118	,	327.5917	,	9.75518	,	0.533502	,	108.845	,	2.9527	,	31.4086	,	33.5086	,	-0.0272562	,	-2.20466	,	62.8817	,	42.9924	,	3.8144	,	708.779	,	715.765	,	0.21308	,	134.242	,	Center
225.0814746	,	8	,	2486.6166	,	1382.017118	,	327.5917	,	9.75518	,	0.533502	,	108.845	,	2.9527	,	31.4086	,	33.5086	,	-0.0272562	,	-2.20466	,	62.8817	,	42.9924	,	3.8144	,	708.779	,	715.765	,	0.21308	,	134.242	,	Center
