ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,CDAccount,PLoan
624,44,19,34,1,0.3,3,78,No,No
625,33,6,54,2,1.67,2,122,No,No
626,52,28,64,2,1.0,3,211,No,No
627,30,6,42,1,0.2,3,100,No,No
628,45,19,70,3,2.1,1,0,No,No
629,49,24,51,1,1.3,2,0,No,No
630,45,19,71,4,2.9,1,218,Yes,No
631,32,7,35,3,1.3,1,108,No,No
632,45,18,40,3,1.0,2,0,No,No
633,57,32,165,4,2.7,3,0,No,Yes
634,61,31,18,1,1.5,3,0,No,No
635,57,31,32,3,1.4,1,0,Yes,No
636,60,35,35,3,0.2,1,169,No,No
637,40,16,120,2,6.1,1,196,No,No
638,53,28,31,4,0.1,3,0,No,No
639,42,16,35,3,1.5,1,0,No,No
640,62,36,32,2,0.2,3,0,No,No
641,43,18,85,1,3.7,3,327,No,No
642,35,10,139,2,7.8,1,0,No,No
643,50,24,103,1,0.3,1,0,No,No
644,45,21,152,2,1.4,1,0,No,No
645,52,27,33,2,2.0,2,0,No,No
646,35,9,84,4,2.2,2,322,No,No
647,58,33,61,4,1.7,1,0,No,No
648,62,38,64,4,2.2,1,123,Yes,No
649,50,25,34,1,1.3,2,0,No,No
650,25,-1,82,4,2.1,3,0,No,No
651,47,22,122,1,5.1,3,163,No,Yes
652,28,4,58,3,1.5,1,131,No,No
653,34,9,92,1,2.8,1,0,No,No
654,49,23,78,2,2.4,2,205,No,No
655,54,29,129,4,4.2,3,0,No,Yes
656,50,25,13,2,0.7,3,0,No,No
657,37,11,81,1,2.8,3,145,No,No
658,38,8,23,1,0.67,3,0,No,No
659,52,26,35,3,0.9,3,0,No,No
660,63,39,79,4,1.7,2,0,No,No
661,39,14,165,2,3.3,1,0,No,No
662,63,38,52,2,2.8,1,0,No,No
663,65,41,185,3,2.0,2,0,No,Yes
664,46,20,49,3,2.2,2,0,No,No
665,54,30,64,1,1.8,3,227,No,No
666,54,24,61,4,2.0,3,0,No,No
667,52,26,112,1,2.4,1,0,Yes,No
668,63,39,72,3,2.0,3,190,No,No
669,66,41,18,3,0.5,1,0,No,No
670,56,29,41,4,2.5,2,0,No,No
671,23,-1,61,4,2.6,1,239,No,No
672,65,41,105,1,3.0,2,282,Yes,Yes
673,51,27,23,1,0.2,1,0,No,No
674,34,10,22,1,0.5,3,85,No,No
675,49,23,59,3,2.1,1,0,No,No
676,29,2,33,1,2.0,2,160,No,No
677,47,23,11,1,0.9,3,103,No,No
678,46,21,204,2,2.8,1,0,No,No
679,52,27,61,4,1.8,3,207,No,No
680,55,31,103,3,1.8,2,364,No,No
681,61,36,51,3,1.5,1,0,No,No
682,34,9,164,1,6.0,3,0,No,Yes
683,58,34,12,1,0.1,2,0,No,No
684,40,16,82,1,3.6,2,0,No,No
685,43,17,164,1,2.4,1,449,No,No
686,35,8,48,2,1.67,2,0,No,No
687,24,-1,38,4,0.6,2,0,No,No
688,48,22,65,2,1.5,2,0,No,No
689,44,20,71,4,1.9,1,207,No,No
690,54,30,18,1,0.3,1,0,Yes,No
691,59,34,52,2,1.6,3,75,No,No
692,45,18,48,3,2.5,2,113,No,No
693,26,2,30,1,1.0,3,111,No,No
694,40,15,40,2,2.2,3,107,No,No
695,32,7,112,1,3.8,1,81,No,No
696,29,4,115,1,1.9,1,0,No,No
697,51,27,63,2,1.0,3,82,No,No
698,42,17,85,1,3.7,3,0,No,No
699,64,38,59,1,2.5,3,220,No,No
700,44,20,68,1,0.8,3,91,No,No
701,37,11,84,2,1.8,1,0,No,No
702,44,19,62,3,0.8,3,0,No,No
703,35,9,109,3,4.0,1,0,No,Yes
704,41,17,141,2,7.6,1,92,No,No
705,56,32,129,1,7.4,1,0,No,No
706,62,36,30,3,0.7,2,0,No,No
707,58,34,148,1,4.7,1,0,No,No
708,47,20,25,3,0.67,2,0,No,No
709,35,10,21,3,1.3,1,115,No,No
710,29,4,72,4,2.2,1,0,No,No
711,43,17,59,3,0.9,3,87,No,No
712,62,37,83,3,1.8,2,187,No,No
713,41,16,10,2,0.3,2,0,No,No
714,34,9,84,3,0.6,2,0,No,No
715,50,23,98,3,2.0,2,0,No,No
716,47,23,32,1,1.0,1,0,Yes,No
717,29,5,31,4,0.4,2,161,No,No
718,59,34,94,3,0.5,1,0,No,No
719,56,31,21,2,0.2,3,137,Yes,No
720,61,35,110,3,4.4,1,0,No,No
721,58,32,38,1,2.2,3,0,No,No
722,49,24,39,1,1.4,3,0,No,No
723,45,21,132,3,1.2,2,0,Yes,Yes
724,50,24,61,4,2.6,1,0,No,No
725,64,38,92,1,2.0,1,0,No,No
726,39,15,119,2,6.1,1,0,No,No
727,58,33,53,4,2.1,1,0,No,No
728,62,37,18,3,1.3,2,0,No,No
729,45,20,114,2,4.4,2,0,No,Yes
730,58,28,90,1,3.0,3,0,No,No
731,43,18,140,1,7.0,1,205,No,No
732,28,3,90,2,3.3,1,0,No,No
733,26,1,85,1,1.9,1,0,No,No
734,49,24,80,1,1.2,1,0,No,No
735,66,42,53,2,1.1,1,0,No,No
736,33,7,49,4,2.2,2,0,No,No
737,61,35,152,3,3.3,3,0,No,Yes
738,64,37,138,2,2.8,2,0,No,Yes
739,36,10,80,4,2.2,2,0,No,No
740,49,23,82,2,2.4,2,0,No,No
741,52,27,195,1,8.1,1,0,No,No
742,61,37,22,1,1.2,3,0,No,No
743,32,6,81,1,2.5,1,0,No,No
744,61,37,40,4,2.2,1,0,Yes,No
745,45,20,154,2,2.8,1,0,No,No
746,30,4,49,3,1.1,2,0,No,No
747,62,37,85,4,3.4,2,0,No,No
748,57,32,21,3,0.1,2,0,Yes,No
749,41,17,14,1,1.0,1,0,No,No
750,58,34,60,4,1.6,2,0,No,No
751,29,5,138,2,4.33,1,0,No,No
752,53,28,98,1,1.3,3,355,No,No
753,64,39,22,4,0.6,2,0,No,No
754,49,23,49,1,1.2,2,0,No,No
755,38,14,102,2,1.9,1,0,Yes,No
756,56,30,45,4,0.7,2,0,No,No
757,56,31,82,4,1.3,3,0,No,No
758,52,28,81,3,1.8,2,0,No,No
759,64,39,35,1,1.5,2,0,No,No
760,53,28,59,2,1.9,2,0,No,No
761,29,3,52,3,1.1,2,0,No,No
762,48,24,84,3,0.7,1,166,No,No
763,32,6,85,1,2.7,2,100,No,No
764,54,28,65,1,0.2,1,0,No,No
765,37,13,89,2,1.7,2,314,No,No
766,47,21,109,4,1.8,1,0,No,Yes
767,37,12,81,1,2.8,1,0,No,No
768,64,39,38,1,1.1,3,108,No,No
769,43,19,72,2,1.7,1,0,No,No
770,33,6,78,4,2.0,2,119,No,No
771,26,2,172,2,6.9,2,0,No,Yes
772,42,18,71,3,2.33,1,106,No,No
773,54,28,165,1,4.1,3,0,Yes,Yes
774,41,16,120,2,3.9,1,0,No,No
775,55,29,39,1,0.2,1,0,No,No
776,65,39,23,3,0.7,2,0,No,No
777,50,26,135,2,4.6,3,91,No,Yes
778,55,31,12,2,0.2,1,76,No,No
779,62,36,92,2,0.7,2,0,No,No
780,53,28,192,2,6.4,3,0,No,Yes
781,32,7,42,4,0.8,1,0,No,No
782,56,32,158,3,3.7,3,0,No,Yes
783,54,30,194,3,6.0,3,587,Yes,Yes
784,44,20,160,2,7.6,1,0,No,No
785,48,22,98,2,6.3,1,0,No,No
786,46,22,164,2,7.6,1,0,Yes,No
787,45,21,42,2,2.5,1,0,No,No
788,45,15,202,3,10.0,3,0,No,Yes
789,58,34,10,4,0.7,1,0,No,No
790,29,3,31,4,0.3,2,0,No,No
791,55,30,58,4,0.9,1,0,No,No
792,55,29,65,4,2.8,2,0,No,No
793,41,16,98,1,4.0,3,0,No,No
794,24,-2,150,2,2.0,1,0,No,No
795,54,29,44,2,2.3,3,0,No,No
796,57,32,15,2,0.2,3,0,No,No
797,30,6,82,2,2.5,1,0,No,No
798,42,17,61,3,0.5,3,0,No,No
799,29,2,38,1,2.0,2,0,No,No
800,29,3,39,4,2.1,3,0,No,No
801,31,7,173,1,6.0,1,0,No,No
802,47,23,8,4,0.2,1,0,No,No
803,36,12,51,3,2.0,1,214,No,No
804,52,27,62,4,1.8,3,82,No,No
805,54,28,34,4,0.7,2,0,No,No
806,55,29,132,3,5.9,2,307,No,Yes
807,53,27,44,4,1.5,3,0,No,No
808,52,27,162,1,8.1,1,0,No,No
809,64,39,64,3,2.2,1,0,No,No
810,54,29,111,1,0.1,3,0,No,No
811,32,6,41,2,2.0,3,0,No,No
812,63,33,52,4,1.67,3,0,No,No
813,36,10,65,4,2.2,2,0,No,No
814,50,25,130,1,1.1,2,0,No,Yes
815,33,8,45,2,0.1,1,0,No,No
816,62,38,35,1,1.9,2,118,No,No
817,49,23,65,3,0.7,2,263,No,No
818,41,15,38,2,0.7,1,91,No,No
819,51,27,42,4,1.1,2,0,No,No
820,56,30,45,4,1.5,3,0,No,No
821,51,25,145,1,0.3,1,0,No,No
822,39,13,33,4,1.5,3,0,No,No
823,61,35,60,3,1.4,3,0,No,No
824,35,9,45,1,2.0,1,0,No,No
825,39,15,72,4,2.4,1,0,No,No
826,37,11,34,3,0.2,2,0,No,No
827,48,21,23,3,0.67,2,0,No,No
828,63,37,45,2,1.0,3,88,No,No
829,35,9,28,4,1.0,1,75,No,No
830,55,30,81,4,3.8,2,0,No,No
831,29,5,72,3,0.7,2,81,No,No
832,61,31,49,4,1.67,3,0,No,No
833,36,10,31,4,1.2,2,0,No,No
834,61,35,63,3,2.2,3,0,No,No
835,36,12,150,4,5.4,1,0,Yes,Yes
836,58,33,142,2,3.9,1,193,No,No
837,42,17,74,3,3.0,1,0,No,No
838,30,4,24,1,0.4,2,81,No,No
839,45,20,29,4,1.9,3,0,No,No
840,39,15,79,4,2.4,1,0,No,No
841,27,3,94,2,0.2,1,310,No,No
842,57,33,121,1,4.3,1,0,No,No
843,34,10,54,3,2.0,1,0,No,No
844,64,39,73,3,2.4,1,0,No,No
845,47,23,71,1,0.8,3,127,No,No
846,44,17,29,3,1.0,2,0,No,No
847,51,27,93,1,2.7,1,0,No,No
848,40,14,73,1,1.5,3,252,No,No
849,57,32,19,4,0.9,2,0,No,No
850,33,8,58,2,0.1,1,0,Yes,No
851,46,20,39,1,0.2,1,0,No,No
852,41,16,23,2,1.4,2,0,No,No
853,33,7,29,1,0.6,3,127,No,No
854,27,2,155,1,0.8,1,0,No,No
855,52,28,90,1,2.6,2,0,No,No
856,59,33,113,2,2.0,1,77,No,No
857,62,38,42,1,1.8,3,0,No,No
858,49,25,30,4,0.2,1,0,Yes,No
859,45,19,19,3,0.5,2,0,No,No
860,63,37,124,3,5.0,2,170,No,Yes
861,57,31,30,2,0.7,2,145,No,No
862,60,30,28,1,1.5,3,124,No,No
863,50,23,15,2,1.0,2,101,No,No
864,54,30,70,1,1.6,3,265,No,No
865,28,2,10,1,0.1,2,0,No,No
866,60,34,22,3,0.3,3,139,No,No
867,44,20,70,4,1.9,1,0,No,No
868,61,35,61,1,1.6,1,0,No,No
869,40,15,161,2,3.3,1,0,No,No
870,54,30,29,2,0.8,1,0,No,No
871,43,19,35,3,0.5,1,0,No,No
872,54,28,48,4,2.8,2,0,No,No
873,32,7,44,4,0.8,1,0,No,No
874,24,0,88,3,0.8,1,134,No,No
875,30,4,40,4,2.1,3,0,No,No
876,61,36,21,4,0.4,2,123,No,No
877,40,14,58,2,2.8,1,0,No,No
878,35,11,59,4,0.1,2,0,No,No
879,33,3,74,4,4.0,3,0,No,No
880,63,37,84,4,1.9,2,0,No,No
881,57,31,58,1,0.2,1,177,No,No
882,44,19,154,2,8.8,1,0,No,No
883,51,25,185,1,1.7,1,0,No,No
884,51,26,78,1,1.2,1,305,No,No
885,38,13,55,2,1.1,2,0,No,No
886,31,5,30,4,0.3,2,0,No,No
887,54,29,74,3,2.0,2,0,No,No
888,41,16,118,2,3.3,1,0,No,No
889,57,33,182,2,3.3,3,372,No,Yes
890,24,-2,82,2,1.6,3,0,No,No
891,55,29,29,4,1.5,3,79,No,No
892,32,6,120,4,5.4,1,301,Yes,Yes
893,38,12,53,2,2.4,2,0,No,No
894,58,32,43,3,1.4,1,0,No,No
895,29,4,59,4,2.2,1,232,No,No
896,43,17,84,4,2.6,3,289,Yes,No
897,50,24,161,3,3.4,1,212,No,Yes
898,62,37,21,4,0.4,2,137,No,No
899,57,32,63,4,0.7,1,0,No,No
900,30,3,172,3,3.4,2,0,No,Yes
901,30,4,51,4,0.2,1,172,No,No
902,57,33,24,4,0.7,1,0,No,No
903,57,33,95,2,1.6,1,0,No,No
904,43,18,59,1,2.4,1,250,No,No
905,28,2,51,4,1.8,2,0,No,No
906,46,22,28,1,1.0,1,84,No,No
907,29,3,154,2,2.0,1,130,No,No
908,64,40,15,2,0.3,3,115,No,No
909,66,36,55,4,1.67,3,0,No,No
910,23,-1,149,1,6.33,1,305,No,No
911,60,36,79,1,1.8,3,0,No,No
912,47,21,68,4,2.6,3,0,No,No
913,35,10,78,1,2.6,2,0,No,No
914,57,32,34,2,2.0,2,0,No,No
915,65,41,195,3,0.4,1,0,Yes,Yes
916,53,28,184,1,8.1,1,303,No,No
917,44,20,85,2,3.2,1,0,No,No
918,45,20,200,2,8.8,1,0,No,No
919,41,16,64,3,0.5,3,0,No,No
920,51,27,88,1,2.6,2,0,No,No
921,27,1,42,3,2.4,2,0,No,No
922,31,5,91,3,1.6,1,126,No,No
923,32,6,38,1,0.3,1,0,Yes,No
924,55,30,28,1,1.5,2,0,No,No
925,55,30,32,4,0.1,3,0,No,No
926,42,18,31,1,0.3,3,0,No,No
927,33,9,22,4,0.4,2,103,No,No
928,65,40,95,3,3.7,2,138,No,Yes
929,35,10,74,4,1.3,1,0,No,No
930,55,30,22,1,1.5,2,91,No,No
931,28,4,43,3,0.1,2,0,No,No
932,27,3,43,1,1.0,3,0,No,No
933,51,27,112,3,1.8,2,0,Yes,No
934,50,23,9,2,1.0,2,0,No,No
935,58,33,81,2,0.0,3,0,No,No
936,46,20,131,1,5.7,1,256,No,No
937,62,32,19,1,1.5,3,0,No,No
938,38,13,62,3,0.7,2,0,No,No
939,62,37,19,4,0.4,2,124,No,No
940,56,32,8,2,0.3,1,0,No,No
941,61,36,193,1,4.7,3,203,No,Yes
942,38,13,129,4,4.4,1,140,No,Yes
943,55,29,30,4,0.7,2,0,No,No
944,30,4,80,4,1.8,2,0,No,No
945,41,15,22,4,1.5,3,0,No,No
946,57,32,33,1,1.5,2,0,No,No
947,36,11,64,4,2.1,3,0,No,No
948,55,29,60,3,2.2,3,84,No,No
949,30,4,81,1,2.9,3,259,No,No
950,40,16,45,3,0.6,2,204,No,No
951,32,6,112,4,1.8,2,0,No,No
952,59,34,83,2,3.4,3,0,No,Yes
953,44,20,180,2,7.6,1,524,No,No
954,51,26,28,4,0.2,2,0,No,No
955,37,12,169,2,5.2,3,249,No,Yes
956,59,35,14,4,0.7,1,0,No,No
957,37,11,43,1,2.0,1,0,No,No
958,56,32,88,2,0.3,1,0,No,No
959,55,29,78,4,2.6,3,0,No,No
960,49,24,68,1,0.2,2,163,No,No
961,46,22,144,2,3.3,1,0,No,No
962,35,9,30,4,1.0,1,163,No,No
963,47,21,120,1,0.0,1,135,No,No
964,39,14,24,2,0.3,2,0,No,No
965,27,1,78,4,2.3,3,157,No,No
966,62,36,135,2,5.2,2,0,No,Yes
967,57,32,44,2,1.6,3,0,No,No
968,55,30,73,4,3.8,2,0,No,No
969,55,31,90,1,2.7,2,0,No,No
970,41,15,58,3,0.5,3,0,No,No
971,57,32,75,2,3.7,1,236,No,No
972,43,19,174,3,1.7,3,231,Yes,Yes
973,40,16,50,2,1.7,1,174,No,No
974,43,18,85,1,4.0,3,287,No,No
975,63,38,54,3,2.2,1,0,No,No
976,63,38,83,2,3.4,1,0,No,Yes
977,54,30,24,4,0.2,1,0,No,No
978,54,30,45,4,1.1,2,205,No,No
979,52,26,68,1,0.8,3,0,No,No
980,50,26,48,4,0.1,3,0,No,No
981,38,13,114,1,1.0,3,0,No,No
982,36,12,142,3,2.3,2,0,Yes,Yes
983,58,33,52,3,0.5,2,0,No,No
984,46,22,142,2,3.3,1,0,No,No
985,50,25,15,1,0.4,3,0,No,No
986,46,22,118,1,4.7,1,159,No,No
987,53,27,101,4,4.9,1,0,No,No
988,62,36,84,2,2.8,1,0,No,No
989,63,39,32,1,1.9,2,100,No,No
990,42,16,64,3,0.5,3,247,No,No
991,34,10,81,4,3.4,1,0,No,No
992,40,14,28,4,1.5,3,0,No,No
993,34,9,93,1,0.0,1,0,No,No
994,41,15,185,1,3.6,2,0,No,Yes
995,32,8,42,1,1.8,2,0,No,No
996,28,3,45,2,1.6,3,0,No,No
997,33,6,49,2,1.67,2,214,No,No
998,46,20,69,3,2.1,1,0,No,No
999,52,27,94,1,2.8,2,333,No,No
1000,60,35,18,1,1.5,2,0,No,No
1001,59,35,8,4,0.7,1,91,No,No
1002,57,32,55,4,2.1,1,108,No,No
1003,46,20,85,2,0.4,3,0,No,No
1004,25,1,62,4,0.0,1,229,No,No
1005,53,23,65,4,2.0,3,0,No,No
1006,38,12,138,2,0.0,1,0,No,No
1007,63,38,103,1,2.5,1,0,No,No
1008,44,19,99,3,3.5,3,357,No,Yes
1009,50,24,152,1,7.3,1,0,No,No
1010,28,3,25,2,0.9,3,140,No,No
1011,27,3,98,2,2.5,1,361,Yes,No
1012,52,27,39,2,0.7,2,166,No,No
1013,50,25,40,1,1.3,2,0,No,No
1014,39,13,58,3,2.1,1,169,No,No
1015,50,26,192,2,1.8,3,301,Yes,Yes
1016,60,34,62,1,0.8,2,0,No,No
1017,30,5,69,1,0.8,2,0,No,No
1018,31,5,40,4,1.3,3,170,No,No
1019,39,15,61,2,0.6,3,127,No,No
1020,29,3,30,4,0.3,2,157,No,No
1021,54,29,29,1,1.5,2,97,No,No
1022,35,8,41,2,1.0,2,0,No,No
1023,27,3,118,1,3.3,2,0,No,Yes
1024,45,20,109,1,7.0,1,366,No,No
1025,58,33,122,4,0.2,2,0,Yes,Yes
1026,62,37,50,3,1.5,1,169,No,No
1027,28,4,43,3,0.1,2,0,No,No
1028,32,7,108,1,4.6,1,0,No,No
1029,29,4,110,4,2.5,3,0,No,Yes
1030,41,17,20,1,1.4,3,0,No,No
1031,61,35,112,4,1.7,3,0,No,No
1032,56,32,25,1,0.1,2,136,No,No
1033,37,12,42,3,0.7,2,0,No,No
1034,60,34,29,2,0.3,1,0,No,No
1035,49,23,84,3,2.1,1,134,No,No
1036,43,17,81,4,2.6,3,0,No,No
1037,53,28,55,4,0.9,1,119,No,No
1038,35,11,40,1,2.4,2,0,No,No
1039,56,30,145,4,5.7,2,0,Yes,Yes
1040,41,16,175,2,1.1,3,0,No,Yes
1041,36,6,78,4,1.8,3,163,No,No
1042,56,32,51,4,1.5,1,0,No,No
1043,64,34,50,4,1.67,3,0,No,No
1044,51,27,21,3,0.4,1,0,No,No
1045,49,24,79,1,0.2,2,83,No,No
1046,43,18,84,1,4.0,3,0,No,No
1047,51,26,34,4,0.4,2,0,No,No
1048,55,31,73,4,1.6,2,0,No,No
1049,62,37,90,3,0.5,1,0,No,No
1050,35,10,23,4,0.2,3,0,No,No
1051,53,27,145,2,6.1,3,294,Yes,Yes
1052,33,7,54,4,0.2,1,141,No,No
1053,43,17,49,3,2.2,2,103,No,No
1054,58,32,51,1,2.8,2,0,No,No
1055,63,38,8,4,0.6,2,0,No,No
1056,31,6,62,1,1.0,1,0,No,No
1057,36,6,25,1,0.67,3,0,No,No
1058,30,0,63,2,1.75,3,0,No,No
1059,59,34,24,2,0.2,3,86,No,No
1060,28,2,11,1,0.1,2,0,No,No
1061,59,34,23,1,0.1,1,0,No,No
1062,47,22,33,1,1.4,3,0,No,No
1063,47,21,83,1,3.8,1,97,No,Yes
1064,56,30,39,3,1.4,1,131,No,No
1065,41,17,138,3,6.9,2,0,No,Yes
1066,25,1,113,3,2.5,1,0,No,No
1067,30,5,125,4,0.5,3,0,Yes,Yes
1068,50,24,195,1,1.7,1,0,No,No
1069,34,9,105,3,1.2,3,0,No,No
1070,44,18,75,2,3.5,1,0,No,Yes
1071,36,9,40,2,1.0,2,0,No,No
1072,39,14,61,3,0.5,3,137,No,No
1073,54,24,75,2,4.5,3,0,No,No
1074,33,8,122,1,0.0,1,0,No,No
1075,39,14,75,3,3.0,1,0,No,No
1076,41,15,59,4,0.2,3,0,No,No
1077,40,13,24,3,1.0,2,0,No,No
1078,29,3,175,3,3.3,3,329,No,Yes
1079,51,27,39,2,0.8,1,182,No,No
1080,54,30,145,2,6.8,1,0,No,No
1081,47,22,24,4,0.4,2,142,No,No
1082,53,28,20,3,0.1,2,0,No,No
1083,30,5,85,1,2.6,2,0,No,No
1084,28,3,65,3,2.6,3,0,No,No
1085,60,35,191,4,5.6,3,0,No,Yes
1086,51,26,11,2,0.0,1,0,No,No
1087,63,37,40,2,1.0,3,167,No,No
1088,38,13,54,3,0.7,2,196,No,No
1089,59,35,95,1,3.8,1,0,No,No
1090,53,29,94,4,1.0,2,0,No,No
1091,31,5,79,4,2.2,2,0,No,No
1092,41,17,48,3,0.3,3,0,No,No
1093,25,1,70,4,2.6,1,0,No,No
1094,27,3,40,3,0.1,2,111,No,No
1095,50,24,44,4,1.8,1,0,No,No
1096,50,25,43,1,1.4,3,137,No,No
1097,43,18,29,1,0.3,3,0,No,No
1098,50,24,188,3,1.3,1,184,No,Yes
1099,46,20,114,1,0.0,1,0,No,No
1100,30,6,52,3,0.7,2,0,No,No
1101,42,16,13,1,0.2,1,0,No,No
1102,42,17,95,3,0.5,3,0,No,No
1103,29,3,84,1,2.9,3,0,No,No
1104,38,14,49,1,1.8,1,0,No,No
1105,51,25,181,1,1.7,1,0,No,No
1106,35,10,182,1,0.3,2,229,Yes,Yes
1107,37,13,70,2,2.7,1,0,No,No
1108,47,21,79,3,1.1,1,185,No,No
1109,55,29,61,4,2.8,2,0,No,No
1110,65,41,121,2,2.1,1,0,No,No
1111,58,33,34,3,0.2,1,83,No,No
1112,54,28,183,1,1.0,1,442,No,No
1113,52,28,51,1,1.6,3,0,No,No
1114,28,2,70,3,0.3,3,0,No,No
1115,32,8,39,1,1.7,1,0,No,No
1116,51,24,84,3,2.0,2,0,No,No
1117,43,18,122,1,7.0,1,0,No,No
1118,42,18,145,1,1.7,1,132,No,No
1119,42,17,98,2,0.4,1,0,No,No
1120,41,16,79,1,1.0,3,233,No,No
1121,34,8,38,2,2.0,3,0,No,No
1122,30,6,49,3,0.7,2,196,No,No
1123,32,7,38,1,1.0,1,0,No,No
1124,46,20,91,4,2.6,3,0,No,No
1125,38,12,29,4,0.2,1,0,No,No
1126,37,13,172,2,6.5,1,0,No,No
1127,32,8,104,2,3.7,1,0,No,Yes
1128,35,9,58,1,2.5,1,0,No,No
1129,30,5,171,2,1.9,2,0,No,Yes
1130,30,4,73,3,3.3,1,0,Yes,Yes
1131,58,32,191,1,2.9,1,0,No,No
1132,57,27,90,2,4.5,3,0,No,No
1133,34,9,55,3,2.3,1,0,Yes,No
1134,31,4,28,1,2.0,2,0,No,No
1135,39,14,42,1,2.5,3,0,No,No
1136,57,33,9,1,0.1,2,91,No,No
1137,47,21,65,1,1.5,2,0,No,No
1138,51,26,134,4,4.5,3,0,Yes,Yes
1139,30,6,83,4,3.4,1,0,No,No
1140,55,28,38,3,1.0,2,0,No,No
1141,32,6,13,4,0.3,1,0,No,No
1142,32,7,143,3,2.9,3,0,No,Yes
1143,44,20,75,4,1.9,1,0,No,No
1144,33,7,120,1,3.2,3,0,No,Yes
1145,49,24,91,1,2.8,2,0,No,No
1146,32,6,99,2,1.5,3,0,No,No
1147,31,7,71,1,0.1,1,78,No,No
1148,37,13,111,1,0.8,2,0,No,No
1149,41,15,108,1,5.2,1,0,No,No
1150,56,32,158,1,7.4,1,0,No,No
1151,55,31,81,3,2.67,1,0,No,No
1152,49,23,12,2,0.1,3,0,Yes,No
1153,63,37,21,2,0.4,1,0,No,No
1154,55,30,55,4,0.9,1,215,No,No
1155,59,35,42,1,1.8,3,0,No,No
1156,41,16,81,2,0.4,1,0,No,No
1157,49,25,13,4,0.2,1,87,No,No
1158,48,23,132,1,0.6,1,157,No,No
1159,41,16,99,1,1.0,3,0,No,No
1160,50,26,23,4,0.2,1,0,No,No
1161,28,1,40,1,2.0,2,0,No,No
1162,36,11,181,3,1.4,1,0,No,Yes
1163,38,14,112,2,2.2,1,394,No,No
1164,34,9,138,2,7.8,1,227,No,No
1165,41,17,94,3,3.8,2,327,Yes,Yes
1166,43,19,113,1,1.7,1,0,No,No
1167,30,5,112,4,5.0,2,0,No,Yes
1168,37,12,190,2,3.0,1,475,No,No
1169,62,37,38,1,1.1,3,0,No,No
1170,40,16,32,1,1.4,3,158,No,No
1171,35,10,104,3,0.6,2,0,No,No
1172,64,40,43,1,1.9,2,0,No,No
1173,49,24,45,3,1.7,2,0,No,No
1174,24,-1,35,2,1.7,2,0,No,No
1175,36,10,42,4,1.2,2,0,No,No
1176,29,4,58,1,0.8,2,0,No,No
1177,29,3,103,4,3.4,1,0,No,Yes
1178,28,3,71,1,3.3,2,149,Yes,Yes
1179,33,7,14,1,0.4,2,98,No,No
1180,36,11,98,3,1.2,3,0,No,No
1181,42,17,90,1,0.1,2,0,No,No
1182,25,0,65,4,0.2,1,0,No,No
1183,28,2,19,4,0.4,1,0,No,No
1184,50,25,35,3,1.7,2,0,No,No
1185,34,9,71,4,1.3,1,0,No,No
1186,43,19,31,3,0.5,1,0,No,No
1187,62,38,43,4,1.2,2,0,No,No
1188,61,36,24,1,1.5,2,87,No,No
1189,45,19,58,2,0.4,3,0,No,No
1190,42,17,115,2,0.4,1,0,No,No
1191,39,15,168,2,8.0,1,152,No,No
1192,29,5,128,1,1.5,1,0,No,No
1193,45,20,138,1,7.0,1,0,No,No
1194,58,32,81,3,1.7,2,0,No,No
1195,29,3,41,4,1.3,3,0,No,No
1196,32,7,123,2,2.9,2,0,No,Yes
1197,37,13,71,2,2.7,1,94,No,No
1198,48,23,8,1,0.4,3,0,No,No
1199,40,14,42,2,0.7,1,101,No,No
1200,29,4,62,2,2.5,1,184,No,No
1201,36,12,22,4,1.0,1,91,No,No
1202,35,8,38,4,1.0,2,0,No,No
1203,35,11,24,4,0.4,2,0,No,No
1204,62,37,50,3,2.4,1,0,No,No
1205,26,1,190,4,1.3,2,197,No,Yes
1206,32,7,94,2,3.1,1,0,No,No
1207,63,37,165,4,5.1,3,0,No,Yes
1208,38,12,43,4,1.2,2,0,No,No
1209,50,26,48,1,1.6,2,0,No,No
1210,46,21,52,3,2.7,2,228,No,No
1211,50,24,84,4,4.9,1,0,No,No
1212,61,36,131,1,0.9,1,0,No,No
1213,34,8,44,4,0.2,1,0,No,No
1214,27,2,78,4,0.2,1,87,No,No
1215,61,36,15,4,0.4,2,0,No,No
1216,45,20,38,4,1.9,3,144,No,No
1217,50,25,84,1,1.3,3,0,No,No
1218,44,20,122,1,0.3,1,0,No,No
1219,62,36,98,2,2.8,1,0,No,No
1220,45,18,80,3,2.67,2,0,No,No
1221,41,17,165,2,8.0,1,0,No,No
1222,30,5,121,2,3.3,1,0,No,No
1223,61,37,20,3,0.4,2,94,No,No
1224,45,19,11,1,0.2,1,91,No,No
1225,59,35,45,1,1.8,3,0,No,No
1226,30,6,118,2,2.8,2,0,No,Yes
1227,60,36,14,2,0.3,1,109,No,No
1228,39,13,30,3,0.2,2,0,No,No
1229,56,30,45,1,0.2,1,98,No,No
1230,56,32,80,3,2.67,1,0,No,No
1231,27,1,25,4,0.3,2,0,No,No
1232,66,41,144,1,2.5,1,0,Yes,No
1233,43,19,84,4,0.2,3,297,No,No
1234,53,29,22,2,0.4,1,0,No,No
1235,44,18,33,3,1.5,1,0,No,No
1236,54,28,60,4,2.6,3,0,No,No
